ID,x.coord,y.coord,angle,distance,RSSI,rel,dist1
5103,0,5,60,4.472135955,-46,86.56505118,"(4,5]"
5104,0,5,90,4.472135955,-47,116.5650512,"(4,5]"
5105,0,5,120,4.472135955,-50,146.5650512,"(4,5]"
5106,0,5,150,4.472135955,-56,176.5650512,"(4,5]"
5109,0,5,240,4.472135955,-60,-93.43494882,"(4,5]"
5114,0,6,30,5,-58,66.86989765,"(4,5]"
5115,0,6,60,5,-56,96.86989765,"(4,5]"
5125,1,0,0,4.242640687,-56,-45,"(4,5]"
5129,1,0,120,4.242640687,-58,75,"(4,5]"
5130,1,0,150,4.242640687,-56,105,"(4,5]"
5131,1,0,180,4.242640687,-57,135,"(4,5]"
5132,1,0,210,4.242640687,-60,165,"(4,5]"
5133,1,0,240,4.242640687,-59,-165,"(4,5]"
5135,1,0,300,4.242640687,-52,-105,"(4,5]"
5136,1,0,330,4.242640687,-56,-75,"(4,5]"
5138,1,1,30,3.605551275,-58,-3.690067526,"(3,4]"
5141,1,1,120,3.605551275,-59,86.30993247,"(3,4]"
5142,1,1,150,3.605551275,-56,116.3099325,"(3,4]"
5143,1,1,180,3.605551275,-58,146.3099325,"(3,4]"
5144,1,1,210,3.605551275,-58,176.3099325,"(3,4]"
5145,1,1,240,3.605551275,-59,-153.6900675,"(3,4]"
5146,1,1,270,3.605551275,-52,-123.6900675,"(3,4]"
5147,1,1,300,3.605551275,-50,-93.69006753,"(3,4]"
5148,1,1,330,3.605551275,-52,-63.69006753,"(3,4]"
5149,1,2,0,3.16227766,-50,-18.43494882,"(3,4]"
5151,1,2,60,3.16227766,-58,41.56505118,"(3,4]"
5153,1,2,120,3.16227766,-58,101.5650512,"(3,4]"
5154,1,2,150,3.16227766,-57,131.5650512,"(3,4]"
5155,1,2,180,3.16227766,-59,161.5650512,"(3,4]"
5157,1,2,240,3.16227766,-58,-138.4349488,"(3,4]"
5158,1,2,270,3.16227766,-54,-108.4349488,"(3,4]"
5159,1,2,300,3.16227766,-51,-78.43494882,"(3,4]"
5160,1,2,330,3.16227766,-48,-48.43494882,"(3,4]"
5161,1,3,0,3,-47,0,"(2,3]"
5162,1,3,30,3,-48,30,"(2,3]"
5163,1,3,60,3,-54,60,"(2,3]"
5164,1,3,90,3,-58,90,"(2,3]"
5173,1,4,0,3.16227766,-51,18.43494882,"(3,4]"
5174,1,4,30,3.16227766,-50,48.43494882,"(3,4]"
5175,1,4,60,3.16227766,-53,78.43494882,"(3,4]"
5176,1,4,90,3.16227766,-58,108.4349488,"(3,4]"
5177,1,4,120,3.16227766,-56,138.4349488,"(3,4]"
5178,1,4,150,3.16227766,-58,168.4349488,"(3,4]"
5184,1,4,330,3.16227766,-56,-11.56505118,"(3,4]"
5185,1,5,0,3.605551275,-53,33.69006753,"(3,4]"
5186,1,5,30,3.605551275,-50,63.69006753,"(3,4]"
5187,1,5,60,3.605551275,-50,93.69006753,"(3,4]"
5188,1,5,90,3.605551275,-56,123.6900675,"(3,4]"
5189,1,5,120,3.605551275,-59,153.6900675,"(3,4]"
5190,1,5,150,3.605551275,-58,-176.3099325,"(3,4]"
5196,1,5,330,3.605551275,-58,3.690067526,"(3,4]"
5209,2,0,0,3.605551275,-57,-56.30993247,"(3,4]"
5212,2,0,90,3.605551275,-59,33.69006753,"(3,4]"
5213,2,0,120,3.605551275,-56,63.69006753,"(3,4]"
5214,2,0,150,3.605551275,-57,93.69006753,"(3,4]"
5215,2,0,180,3.605551275,-57,123.6900675,"(3,4]"
5218,2,0,270,3.605551275,-58,-146.3099325,"(3,4]"
5219,2,0,300,3.605551275,-52,-116.3099325,"(3,4]"
5220,2,0,330,3.605551275,-54,-86.30993247,"(3,4]"
5221,2,1,0,2.828427125,-53,-45,"(2,3]"
5226,2,1,150,2.828427125,-60,105,"(2,3]"
5230,2,1,270,2.828427125,-58,-135,"(2,3]"
5231,2,1,300,2.828427125,-54,-105,"(2,3]"
5232,2,1,330,2.828427125,-52,-75,"(2,3]"
5233,2,2,0,2.236067977,-53,-26.56505118,"(2,3]"
5234,2,2,30,2.236067977,-58,3.434948823,"(2,3]"
5237,2,2,120,2.236067977,-58,93.43494882,"(2,3]"
5238,2,2,150,2.236067977,-58,123.4349488,"(2,3]"
5244,2,2,330,2.236067977,-56,-56.56505118,"(2,3]"
5245,2,3,0,2,-54,0,"[1,2]"
5246,2,3,30,2,-56,30,"[1,2]"
5247,2,3,60,2,-59,60,"[1,2]"
5248,2,3,90,2,-56,90,"[1,2]"
5249,2,3,120,2,-56,120,"[1,2]"
5250,2,3,150,2,-56,150,"[1,2]"
5256,2,3,330,2,-58,-30,"[1,2]"
5257,2,4,0,2.236067977,-54,26.56505118,"(2,3]"
5258,2,4,30,2.236067977,-53,56.56505118,"(2,3]"
5259,2,4,60,2.236067977,-56,86.56505118,"(2,3]"
5261,2,4,120,2.236067977,-60,146.5650512,"(2,3]"
5262,2,4,150,2.236067977,-59,176.5650512,"(2,3]"
5269,2,5,0,2.828427125,-56,45,"(2,3]"
5270,2,5,30,2.828427125,-54,75,"(2,3]"
5271,2,5,60,2.828427125,-58,105,"(2,3]"
5281,2,6,0,3.605551275,-56,56.30993247,"(3,4]"
5282,2,6,30,3.605551275,-56,86.30993247,"(3,4]"
5284,2,6,90,3.605551275,-60,146.3099325,"(3,4]"
5293,3,0,0,3.16227766,-57,-71.56505118,"(3,4]"
5296,3,0,90,3.16227766,-58,18.43494882,"(3,4]"
5297,3,0,120,3.16227766,-56,48.43494882,"(3,4]"
5298,3,0,150,3.16227766,-57,78.43494882,"(3,4]"
5299,3,0,180,3.16227766,-56,108.4349488,"(3,4]"
5303,3,0,300,3.16227766,-58,-131.5650512,"(3,4]"
5304,3,0,330,3.16227766,-57,-101.5650512,"(3,4]"
5305,3,1,0,2.236067977,-56,-63.43494882,"(2,3]"
5308,3,1,90,2.236067977,-59,26.56505118,"(2,3]"
5309,3,1,120,2.236067977,-59,56.56505118,"(2,3]"
5310,3,1,150,2.236067977,-56,86.56505118,"(2,3]"
5315,3,1,300,2.236067977,-59,-123.4349488,"(2,3]"
5316,3,1,330,2.236067977,-56,-93.43494882,"(2,3]"
5317,3,2,0,1.414213562,-54,-45,"[1,2]"
5318,3,2,30,1.414213562,-58,-15,"[1,2]"
5321,3,2,120,1.414213562,-57,75,"[1,2]"
5322,3,2,150,1.414213562,-58,105,"[1,2]"
5327,3,2,300,1.414213562,-59,-105,"[1,2]"
5328,3,2,330,1.414213562,-57,-75,"[1,2]"
5333,3,3,120,1,-58,120,"[1,2]"
5334,3,3,150,1,-58,150,"[1,2]"
5335,3,3,180,1,-60,180,"[1,2]"
5341,3,4,0,1.414213562,-59,45,"[1,2]"
5342,3,4,30,1.414213562,-58,75,"[1,2]"
5351,3,4,300,1.414213562,-58,-15,"[1,2]"
5352,3,4,330,1.414213562,-59,15,"[1,2]"
5353,3,5,0,2.236067977,-59,63.43494882,"(2,3]"
5362,3,5,270,2.236067977,-58,-26.56505118,"(2,3]"
5363,3,5,300,2.236067977,-57,3.434948823,"(2,3]"
5364,3,5,330,2.236067977,-60,33.43494882,"(2,3]"
5375,3,6,300,3.16227766,-58,11.56505118,"(3,4]"
5381,0,0,120,5,-58,83.13010235,"(4,5]"
5383,0,0,180,5,-58,143.1301024,"(4,5]"
5385,0,0,240,5,-59,-156.8698976,"(4,5]"
5386,0,0,270,5,-54,-126.8698976,"(4,5]"
5387,0,0,300,5,-56,-96.86989765,"(4,5]"
5388,0,0,330,5,-58,-66.86989765,"(4,5]"
5389,0,1,0,4.472135955,-54,-26.56505118,"(4,5]"
5390,0,1,30,4.472135955,-59,3.434948823,"(4,5]"
5393,0,1,120,4.472135955,-60,93.43494882,"(4,5]"
5394,0,1,150,4.472135955,-59,123.4349488,"(4,5]"
5395,0,1,180,4.472135955,-59,153.4349488,"(4,5]"
5397,0,1,240,4.472135955,-54,-146.5650512,"(4,5]"
5398,0,1,270,4.472135955,-48,-116.5650512,"(4,5]"
5399,0,1,300,4.472135955,-47,-86.56505118,"(4,5]"
5400,0,1,330,4.472135955,-50,-56.56505118,"(4,5]"
5401,0,2,0,4.123105626,-47,-14.03624347,"(4,5]"
5402,0,2,30,4.123105626,-53,15.96375653,"(4,5]"
5403,0,2,60,4.123105626,-58,45.96375653,"(4,5]"
5405,0,2,120,4.123105626,-59,105.9637565,"(4,5]"
5406,0,2,150,4.123105626,-59,135.9637565,"(4,5]"
5408,0,2,210,4.123105626,-58,-164.0362435,"(4,5]"
5409,0,2,240,4.123105626,-50,-134.0362435,"(4,5]"
5410,0,2,270,4.123105626,-47,-104.0362435,"(4,5]"
5411,0,2,300,4.123105626,-44,-74.03624347,"(4,5]"
5412,0,2,330,4.123105626,-44,-44.03624347,"(4,5]"
5413,0,3,0,4,-41,0,"(3,4]"
5414,0,3,30,4,-44,30,"(3,4]"
5415,0,3,60,4,-46,60,"(3,4]"
5416,0,3,90,4,-53,90,"(3,4]"
5417,0,3,120,4,-57,120,"(3,4]"
5419,0,3,180,4,-59,180,"(3,4]"
5422,0,3,270,4,-53,-90,"(3,4]"
5423,0,3,300,4,-46,-60,"(3,4]"
5424,0,3,330,4,-44,-30,"(3,4]"
5425,0,4,0,4.123105626,-45,14.03624347,"(4,5]"
5426,0,4,30,4.123105626,-44,44.03624347,"(4,5]"
5427,0,4,60,4.123105626,-44,74.03624347,"(4,5]"
5428,0,4,90,4.123105626,-44,104.0362435,"(4,5]"
5429,0,4,120,4.123105626,-50,134.0362435,"(4,5]"
5430,0,4,150,4.123105626,-56,164.0362435,"(4,5]"
5432,0,4,210,4.123105626,-58,-135.9637565,"(4,5]"
5433,0,4,240,4.123105626,-62,-105.9637565,"(4,5]"
5435,0,4,300,4.123105626,-59,-45.96375653,"(4,5]"
5436,0,4,330,4.123105626,-53,-15.96375653,"(4,5]"
5437,0,5,0,4.472135955,-53,26.56505118,"(4,5]"
5438,0,5,30,4.472135955,-50,56.56505118,"(4,5]"
5439,0,5,60,4.472135955,-46,86.56505118,"(4,5]"
5440,0,5,90,4.472135955,-47,116.5650512,"(4,5]"
5441,0,5,120,4.472135955,-50,146.5650512,"(4,5]"
5450,0,6,30,5,-59,66.86989765,"(4,5]"
5451,0,6,60,5,-56,96.86989765,"(4,5]"
5459,0,6,300,5,-58,-23.13010235,"(4,5]"
5461,1,0,0,4.242640687,-56,-45,"(4,5]"
5462,1,0,30,4.242640687,-59,-15,"(4,5]"
5465,1,0,120,4.242640687,-57,75,"(4,5]"
5466,1,0,150,4.242640687,-56,105,"(4,5]"
5467,1,0,180,4.242640687,-58,135,"(4,5]"
5469,1,0,240,4.242640687,-59,-165,"(4,5]"
5470,1,0,270,4.242640687,-54,-135,"(4,5]"
5471,1,0,300,4.242640687,-51,-105,"(4,5]"
5472,1,0,330,4.242640687,-54,-75,"(4,5]"
5473,1,1,0,3.605551275,-58,-33.69006753,"(3,4]"
5474,1,1,30,3.605551275,-58,-3.690067526,"(3,4]"
5477,1,1,120,3.605551275,-58,86.30993247,"(3,4]"
5478,1,1,150,3.605551275,-56,116.3099325,"(3,4]"
5479,1,1,180,3.605551275,-58,146.3099325,"(3,4]"
5481,1,1,240,3.605551275,-59,-153.6900675,"(3,4]"
5482,1,1,270,3.605551275,-53,-123.6900675,"(3,4]"
5483,1,1,300,3.605551275,-50,-93.69006753,"(3,4]"
5484,1,1,330,3.605551275,-52,-63.69006753,"(3,4]"
5487,1,2,60,3.16227766,-58,41.56505118,"(3,4]"
5489,1,2,120,3.16227766,-58,101.5650512,"(3,4]"
5490,1,2,150,3.16227766,-56,131.5650512,"(3,4]"
5491,1,2,180,3.16227766,-59,161.5650512,"(3,4]"
5495,1,2,300,3.16227766,-50,-78.43494882,"(3,4]"
5496,1,2,330,3.16227766,-48,-48.43494882,"(3,4]"
5497,1,3,0,3,-47,0,"(2,3]"
5498,1,3,30,3,-48,30,"(2,3]"
5499,1,3,60,3,-56,60,"(2,3]"
5500,1,3,90,3,-58,90,"(2,3]"
5510,1,4,30,3.16227766,-50,48.43494882,"(3,4]"
5511,1,4,60,3.16227766,-52,78.43494882,"(3,4]"
5512,1,4,90,3.16227766,-58,108.4349488,"(3,4]"
5513,1,4,120,3.16227766,-57,138.4349488,"(3,4]"
5514,1,4,150,3.16227766,-56,168.4349488,"(3,4]"
5515,1,4,180,3.16227766,-62,-161.5650512,"(3,4]"
5520,1,4,330,3.16227766,-56,-11.56505118,"(3,4]"
5521,1,5,0,3.605551275,-53,33.69006753,"(3,4]"
5522,1,5,30,3.605551275,-51,63.69006753,"(3,4]"
5523,1,5,60,3.605551275,-50,93.69006753,"(3,4]"
5524,1,5,90,3.605551275,-56,123.6900675,"(3,4]"
5525,1,5,120,3.605551275,-57,153.6900675,"(3,4]"
5526,1,5,150,3.605551275,-59,-176.3099325,"(3,4]"
5532,1,5,330,3.605551275,-58,3.690067526,"(3,4]"
5545,2,0,0,3.605551275,-58,-56.30993247,"(3,4]"
5548,2,0,90,3.605551275,-59,33.69006753,"(3,4]"
5549,2,0,120,3.605551275,-57,63.69006753,"(3,4]"
5550,2,0,150,3.605551275,-56,93.69006753,"(3,4]"
5551,2,0,180,3.605551275,-57,123.6900675,"(3,4]"
5554,2,0,270,3.605551275,-58,-146.3099325,"(3,4]"
5555,2,0,300,3.605551275,-53,-116.3099325,"(3,4]"
5556,2,0,330,3.605551275,-54,-86.30993247,"(3,4]"
5557,2,1,0,2.828427125,-53,-45,"(2,3]"
5559,2,1,60,2.828427125,-59,15,"(2,3]"
5561,2,1,120,2.828427125,-59,75,"(2,3]"
5562,2,1,150,2.828427125,-60,105,"(2,3]"
5566,2,1,270,2.828427125,-59,-135,"(2,3]"
5567,2,1,300,2.828427125,-54,-105,"(2,3]"
5568,2,1,330,2.828427125,-52,-75,"(2,3]"
5570,2,2,30,2.236067977,-58,3.434948823,"(2,3]"
5573,2,2,120,2.236067977,-58,93.43494882,"(2,3]"
5574,2,2,150,2.236067977,-58,123.4349488,"(2,3]"
5575,2,2,180,2.236067977,-62,153.4349488,"(2,3]"
5579,2,2,300,2.236067977,-56,-86.56505118,"(2,3]"
5580,2,2,330,2.236067977,-54,-56.56505118,"(2,3]"
5582,2,3,30,2,-56,30,"[1,2]"
5583,2,3,60,2,-59,60,"[1,2]"
5584,2,3,90,2,-56,90,"[1,2]"
5585,2,3,120,2,-56,120,"[1,2]"
5586,2,3,150,2,-56,150,"[1,2]"
5587,2,3,180,2,-59,180,"[1,2]"
5592,2,3,330,2,-58,-30,"[1,2]"
5593,2,4,0,2.236067977,-56,26.56505118,"(2,3]"
5594,2,4,30,2.236067977,-53,56.56505118,"(2,3]"
5595,2,4,60,2.236067977,-57,86.56505118,"(2,3]"
5604,2,4,330,2.236067977,-59,-3.434948823,"(2,3]"
5605,2,5,0,2.828427125,-56,45,"(2,3]"
5606,2,5,30,2.828427125,-56,75,"(2,3]"
5607,2,5,60,2.828427125,-59,105,"(2,3]"
5617,2,6,0,3.605551275,-58,56.30993247,"(3,4]"
5618,2,6,30,3.605551275,-54,86.30993247,"(3,4]"
5619,2,6,60,3.605551275,-58,116.3099325,"(3,4]"
5629,3,0,0,3.16227766,-58,-71.56505118,"(3,4]"
5632,3,0,90,3.16227766,-58,18.43494882,"(3,4]"
5633,3,0,120,3.16227766,-56,48.43494882,"(3,4]"
5634,3,0,150,3.16227766,-57,78.43494882,"(3,4]"
5635,3,0,180,3.16227766,-56,108.4349488,"(3,4]"
5639,3,0,300,3.16227766,-58,-131.5650512,"(3,4]"
5640,3,0,330,3.16227766,-56,-101.5650512,"(3,4]"
5641,3,1,0,2.236067977,-56,-63.43494882,"(2,3]"
5644,3,1,90,2.236067977,-58,26.56505118,"(2,3]"
5645,3,1,120,2.236067977,-59,56.56505118,"(2,3]"
5646,3,1,150,2.236067977,-56,86.56505118,"(2,3]"
5651,3,1,300,2.236067977,-59,-123.4349488,"(2,3]"
5652,3,1,330,2.236067977,-56,-93.43494882,"(2,3]"
5653,3,2,0,1.414213562,-56,-45,"[1,2]"
5654,3,2,30,1.414213562,-57,-15,"[1,2]"
5657,3,2,120,1.414213562,-58,75,"[1,2]"
5658,3,2,150,1.414213562,-58,105,"[1,2]"
5664,3,2,330,1.414213562,-58,-75,"[1,2]"
5665,3,3,0,1,-58,0,"[1,2]"
5669,3,3,120,1,-58,120,"[1,2]"
5670,3,3,150,1,-58,150,"[1,2]"
5671,3,3,180,1,-62,180,"[1,2]"
5675,3,3,300,1,-60,-60,"[1,2]"
5677,3,4,0,1.414213562,-59,45,"[1,2]"
5678,3,4,30,1.414213562,-58,75,"[1,2]"
5687,3,4,300,1.414213562,-56,-15,"[1,2]"
5688,3,4,330,1.414213562,-57,15,"[1,2]"
5689,3,5,0,2.236067977,-59,63.43494882,"(2,3]"
5690,3,5,30,2.236067977,-59,93.43494882,"(2,3]"
5698,3,5,270,2.236067977,-59,-26.56505118,"(2,3]"
5700,3,5,330,2.236067977,-56,33.43494882,"(2,3]"
5711,3,6,300,3.16227766,-58,11.56505118,"(3,4]"
5712,3,6,330,3.16227766,-59,41.56505118,"(3,4]"
5717,0,0,120,5,-58,83.13010235,"(4,5]"
5718,0,0,150,5,-56,113.1301024,"(4,5]"
5719,0,0,180,5,-59,143.1301024,"(4,5]"
5721,0,0,240,5,-59,-156.8698976,"(4,5]"
5722,0,0,270,5,-54,-126.8698976,"(4,5]"
5723,0,0,300,5,-56,-96.86989765,"(4,5]"
5725,0,1,0,4.472135955,-54,-26.56505118,"(4,5]"
5726,0,1,30,4.472135955,-59,3.434948823,"(4,5]"
5730,0,1,150,4.472135955,-58,123.4349488,"(4,5]"
5731,0,1,180,4.472135955,-59,153.4349488,"(4,5]"
5732,0,1,210,4.472135955,-59,-176.5650512,"(4,5]"
5733,0,1,240,4.472135955,-56,-146.5650512,"(4,5]"
5735,0,1,300,4.472135955,-47,-86.56505118,"(4,5]"
5736,0,1,330,4.472135955,-50,-56.56505118,"(4,5]"
5737,0,2,0,4.123105626,-47,-14.03624347,"(4,5]"
5738,0,2,30,4.123105626,-53,15.96375653,"(4,5]"
5739,0,2,60,4.123105626,-57,45.96375653,"(4,5]"
5741,0,2,120,4.123105626,-59,105.9637565,"(4,5]"
5745,0,2,240,4.123105626,-51,-134.0362435,"(4,5]"
5746,0,2,270,4.123105626,-46,-104.0362435,"(4,5]"
5747,0,2,300,4.123105626,-44,-74.03624347,"(4,5]"
5749,0,3,0,4,-41,0,"(3,4]"
5750,0,3,30,4,-44,30,"(3,4]"
5751,0,3,60,4,-46,60,"(3,4]"
5752,0,3,90,4,-52,90,"(3,4]"
5753,0,3,120,4,-56,120,"(3,4]"
5755,0,3,180,4,-59,180,"(3,4]"
5758,0,3,270,4,-53,-90,"(3,4]"
5759,0,3,300,4,-46,-60,"(3,4]"
5760,0,3,330,4,-42,-30,"(3,4]"
5761,0,4,0,4.123105626,-45,14.03624347,"(4,5]"
5762,0,4,30,4.123105626,-44,44.03624347,"(4,5]"
5763,0,4,60,4.123105626,-44,74.03624347,"(4,5]"
5764,0,4,90,4.123105626,-44,104.0362435,"(4,5]"
5765,0,4,120,4.123105626,-50,134.0362435,"(4,5]"
5766,0,4,150,4.123105626,-57,164.0362435,"(4,5]"
5768,0,4,210,4.123105626,-58,-135.9637565,"(4,5]"
5769,0,4,240,4.123105626,-60,-105.9637565,"(4,5]"
5771,0,4,300,4.123105626,-59,-45.96375653,"(4,5]"
5772,0,4,330,4.123105626,-53,-15.96375653,"(4,5]"
5773,0,5,0,4.472135955,-53,26.56505118,"(4,5]"
5774,0,5,30,4.472135955,-50,56.56505118,"(4,5]"
5775,0,5,60,4.472135955,-46,86.56505118,"(4,5]"
5776,0,5,90,4.472135955,-47,116.5650512,"(4,5]"
5777,0,5,120,4.472135955,-50,146.5650512,"(4,5]"
5781,0,5,240,4.472135955,-62,-93.43494882,"(4,5]"
5786,0,6,30,5,-58,66.86989765,"(4,5]"
5787,0,6,60,5,-54,96.86989765,"(4,5]"
5795,0,6,300,5,-57,-23.13010235,"(4,5]"
5797,1,0,0,4.242640687,-56,-45,"(4,5]"
5798,1,0,30,4.242640687,-58,-15,"(4,5]"
5801,1,0,120,4.242640687,-57,75,"(4,5]"
5802,1,0,150,4.242640687,-54,105,"(4,5]"
5803,1,0,180,4.242640687,-57,135,"(4,5]"
5805,1,0,240,4.242640687,-59,-165,"(4,5]"
5806,1,0,270,4.242640687,-54,-135,"(4,5]"
5807,1,0,300,4.242640687,-52,-105,"(4,5]"
5808,1,0,330,4.242640687,-54,-75,"(4,5]"
5809,1,1,0,3.605551275,-59,-33.69006753,"(3,4]"
5810,1,1,30,3.605551275,-59,-3.690067526,"(3,4]"
5813,1,1,120,3.605551275,-58,86.30993247,"(3,4]"
5814,1,1,150,3.605551275,-57,116.3099325,"(3,4]"
5815,1,1,180,3.605551275,-58,146.3099325,"(3,4]"
5816,1,1,210,3.605551275,-59,176.3099325,"(3,4]"
5817,1,1,240,3.605551275,-58,-153.6900675,"(3,4]"
5818,1,1,270,3.605551275,-53,-123.6900675,"(3,4]"
5819,1,1,300,3.605551275,-50,-93.69006753,"(3,4]"
5820,1,1,330,3.605551275,-52,-63.69006753,"(3,4]"
5822,1,2,30,3.16227766,-53,11.56505118,"(3,4]"
5823,1,2,60,3.16227766,-58,41.56505118,"(3,4]"
5825,1,2,120,3.16227766,-58,101.5650512,"(3,4]"
5826,1,2,150,3.16227766,-56,131.5650512,"(3,4]"
5827,1,2,180,3.16227766,-59,161.5650512,"(3,4]"
5831,1,2,300,3.16227766,-50,-78.43494882,"(3,4]"
5832,1,2,330,3.16227766,-47,-48.43494882,"(3,4]"
5833,1,3,0,3,-47,0,"(2,3]"
5834,1,3,30,3,-48,30,"(2,3]"
5835,1,3,60,3,-54,60,"(2,3]"
5836,1,3,90,3,-57,90,"(2,3]"
5846,1,4,30,3.16227766,-50,48.43494882,"(3,4]"
5847,1,4,60,3.16227766,-52,78.43494882,"(3,4]"
5848,1,4,90,3.16227766,-59,108.4349488,"(3,4]"
5849,1,4,120,3.16227766,-56,138.4349488,"(3,4]"
5850,1,4,150,3.16227766,-57,168.4349488,"(3,4]"
5856,1,4,330,3.16227766,-56,-11.56505118,"(3,4]"
5857,1,5,0,3.605551275,-53,33.69006753,"(3,4]"
5858,1,5,30,3.605551275,-50,63.69006753,"(3,4]"
5859,1,5,60,3.605551275,-50,93.69006753,"(3,4]"
5860,1,5,90,3.605551275,-59,123.6900675,"(3,4]"
5861,1,5,120,3.605551275,-57,153.6900675,"(3,4]"
5862,1,5,150,3.605551275,-59,-176.3099325,"(3,4]"
5868,1,5,330,3.605551275,-58,3.690067526,"(3,4]"
5881,2,0,0,3.605551275,-58,-56.30993247,"(3,4]"
5884,2,0,90,3.605551275,-59,33.69006753,"(3,4]"
5885,2,0,120,3.605551275,-57,63.69006753,"(3,4]"
5887,2,0,180,3.605551275,-58,123.6900675,"(3,4]"
5890,2,0,270,3.605551275,-58,-146.3099325,"(3,4]"
5891,2,0,300,3.605551275,-53,-116.3099325,"(3,4]"
5892,2,0,330,3.605551275,-54,-86.30993247,"(3,4]"
5893,2,1,0,2.828427125,-53,-45,"(2,3]"
5894,2,1,30,2.828427125,-58,-15,"(2,3]"
5897,2,1,120,2.828427125,-58,75,"(2,3]"
5898,2,1,150,2.828427125,-59,105,"(2,3]"
5902,2,1,270,2.828427125,-59,-135,"(2,3]"
5903,2,1,300,2.828427125,-54,-105,"(2,3]"
5904,2,1,330,2.828427125,-52,-75,"(2,3]"
5909,2,2,120,2.236067977,-57,93.43494882,"(2,3]"
5910,2,2,150,2.236067977,-57,123.4349488,"(2,3]"
5911,2,2,180,2.236067977,-59,153.4349488,"(2,3]"
5915,2,2,300,2.236067977,-56,-86.56505118,"(2,3]"
5918,2,3,30,2,-56,30,"[1,2]"
5919,2,3,60,2,-59,60,"[1,2]"
5920,2,3,90,2,-56,90,"[1,2]"
5921,2,3,120,2,-56,120,"[1,2]"
5923,2,3,180,2,-60,180,"[1,2]"
5928,2,3,330,2,-58,-30,"[1,2]"
5929,2,4,0,2.236067977,-56,26.56505118,"(2,3]"
5930,2,4,30,2.236067977,-53,56.56505118,"(2,3]"
5931,2,4,60,2.236067977,-57,86.56505118,"(2,3]"
5934,2,4,150,2.236067977,-60,176.5650512,"(2,3]"
5940,2,4,330,2.236067977,-59,-3.434948823,"(2,3]"
5941,2,5,0,2.828427125,-56,45,"(2,3]"
5942,2,5,30,2.828427125,-56,75,"(2,3]"
5943,2,5,60,2.828427125,-59,105,"(2,3]"
5953,2,6,0,3.605551275,-57,56.30993247,"(3,4]"
5954,2,6,30,3.605551275,-54,86.30993247,"(3,4]"
5955,2,6,60,3.605551275,-58,116.3099325,"(3,4]"
5956,2,6,90,3.605551275,-56,146.3099325,"(3,4]"
5965,3,0,0,3.16227766,-58,-71.56505118,"(3,4]"
5968,3,0,90,3.16227766,-58,18.43494882,"(3,4]"
5969,3,0,120,3.16227766,-56,48.43494882,"(3,4]"
5970,3,0,150,3.16227766,-58,78.43494882,"(3,4]"
5971,3,0,180,3.16227766,-56,108.4349488,"(3,4]"
5976,3,0,330,3.16227766,-56,-101.5650512,"(3,4]"
5977,3,1,0,2.236067977,-56,-63.43494882,"(2,3]"
5980,3,1,90,2.236067977,-59,26.56505118,"(2,3]"
5981,3,1,120,2.236067977,-59,56.56505118,"(2,3]"
5982,3,1,150,2.236067977,-56,86.56505118,"(2,3]"
5987,3,1,300,2.236067977,-59,-123.4349488,"(2,3]"
5988,3,1,330,2.236067977,-56,-93.43494882,"(2,3]"
5989,3,2,0,1.414213562,-56,-45,"[1,2]"
5990,3,2,30,1.414213562,-58,-15,"[1,2]"
5993,3,2,120,1.414213562,-62,75,"[1,2]"
5994,3,2,150,1.414213562,-59,105,"[1,2]"
6000,3,2,330,1.414213562,-58,-75,"[1,2]"
6001,3,3,0,1,-58,0,"[1,2]"
6005,3,3,120,1,-58,120,"[1,2]"
6006,3,3,150,1,-58,150,"[1,2]"
6007,3,3,180,1,-60,180,"[1,2]"
6011,3,3,300,1,-59,-60,"[1,2]"
6013,3,4,0,1.414213562,-59,45,"[1,2]"
6014,3,4,30,1.414213562,-58,75,"[1,2]"
6024,3,4,330,1.414213562,-58,15,"[1,2]"
6025,3,5,0,2.236067977,-59,63.43494882,"(2,3]"
6026,3,5,30,2.236067977,-59,93.43494882,"(2,3]"
6034,3,5,270,2.236067977,-58,-26.56505118,"(2,3]"
6036,3,5,330,2.236067977,-56,33.43494882,"(2,3]"
6047,3,6,300,3.16227766,-59,11.56505118,"(3,4]"
6048,3,6,330,3.16227766,-58,41.56505118,"(3,4]"
6053,0,0,120,5,-59,83.13010235,"(4,5]"
6054,0,0,150,5,-56,113.1301024,"(4,5]"
6055,0,0,180,5,-59,143.1301024,"(4,5]"
6057,0,0,240,5,-59,-156.8698976,"(4,5]"
6058,0,0,270,5,-54,-126.8698976,"(4,5]"
6059,0,0,300,5,-56,-96.86989765,"(4,5]"
6060,0,0,330,5,-58,-66.86989765,"(4,5]"
6061,0,1,0,4.472135955,-54,-26.56505118,"(4,5]"
6062,0,1,30,4.472135955,-60,3.434948823,"(4,5]"
6065,0,1,120,4.472135955,-59,93.43494882,"(4,5]"
6066,0,1,150,4.472135955,-58,123.4349488,"(4,5]"
6067,0,1,180,4.472135955,-60,153.4349488,"(4,5]"
6069,0,1,240,4.472135955,-56,-146.5650512,"(4,5]"
6071,0,1,300,4.472135955,-47,-86.56505118,"(4,5]"
6072,0,1,330,4.472135955,-50,-56.56505118,"(4,5]"
6073,0,2,0,4.123105626,-47,-14.03624347,"(4,5]"
6074,0,2,30,4.123105626,-52,15.96375653,"(4,5]"
6075,0,2,60,4.123105626,-57,45.96375653,"(4,5]"
